"","age","job","marital","education","credit_in_default","housing_loan","personal_loan","last_contact_type","last_contact_month","last_contact_day","last_contact_duration","n_contacts_this_campaign","days_since_last_contact","n_contacts_prev_campaign","prev_campaign_outcome","registered","married_or_not","education_category"
"3557",46,"technician - Ílhavo","married","high.school","no","yes","no","cellular","aug","fri",NA,1,999,0,"nonexistent","no","married","high school or less"
"3558",37,"admin. - Santa Maria da Feira","married","university.degree","unknown","yes","yes","cellular","aug","mon",243,2,999,0,"nonexistent","no","married","university"
"3559",31,"admin. - Câmara de Lobos","single","university.degree","no","yes","no","cellular","aug","wed",375,1,999,0,"nonexistent","no","not married","university"
"3560",46,"admin. - Covilhã","married","basic.9y","no","no","no","cellular","apr","mon",405,2,999,0,"nonexistent","no","married","high school or less"
"3561",45,"services - Matosinhos","divorced","unknown","no","no","no","telephone","jun","thu",474,2,999,0,"nonexistent","no","not married","unknown"
"3562",23,"services - Oliveira do Bairro","single","professional.course","unknown","no","no","telephone","jun","thu",169,1,999,0,"nonexistent","no","not married","unknown"
"3563",40,"technician - Alcácer do Sal","married","professional.course","unknown","yes","no","telephone","may","fri",NA,1,999,0,"nonexistent","no","married","unknown"
"3564",36,"technician - Rebordosa","divorced","professional.course","no","yes","no","cellular","aug","mon",282,1,999,0,"nonexistent","no","not married","unknown"
"3565",34,"admin. - Funchal","married","high.school","unknown","no","no","cellular","may","fri",267,2,999,0,"nonexistent","no","married","high school or less"
"3566",46,"admin. - Ílhavo","divorced","basic.9y","no","yes","no","telephone","may","thu",56,2,999,0,"nonexistent","no","not married","high school or less"
"3567",42,"management - Fátima","married","university.degree","no","yes","yes","telephone","may","fri",123,1,999,0,"nonexistent","no","married","university"
"3568",27,"","single","basic.9y","no","no","no","telephone","jul","wed",120,4,999,0,"nonexistent","no","not married","high school or less"
"3569",56,"management - Águeda","married","","no","no","yes","telephone","may","thu",NA,3,999,0,"nonexistent","no","married","unknown"
"3570",36,"services - Rio Tinto","single","high.school","no","yes","no","cellular","may","wed",66,4,999,0,"nonexistent","no","not married","high school or less"
"3571",31,"blue-collar - Torres Vedras","single","high.school","no","yes","no","cellular","nov","wed",NA,3,999,0,"nonexistent","no","not married","high school or less"
"3572",22,"","married","basic.9y","no","yes","no","cellular","may","thu",23,1,999,0,"nonexistent","no","married","high school or less"
"3573",58,"technician - Fátima","divorced","professional.course","unknown","no","no","cellular","aug","wed",NA,6,999,0,"nonexistent","no","not married","unknown"
"3574",31,"unemployed - Agualva-Cacém","married","","no","yes","no","cellular","may","thu",700,1,999,0,"nonexistent","no","married","unknown"
"3575",32,"admin. - Mêda","married","","no","no","no","telephone","jul","mon",65,1,999,0,"nonexistent","no","married","unknown"
"3576",32,"services - Elvas","married","high.school","no","no","no","cellular","may","thu",213,2,999,0,"nonexistent","no","married","high school or less"
"3577",34,"blue-collar - Seixal","single","high.school","no","no","no","cellular","may","wed",NA,1,999,0,"nonexistent","no","not married","high school or less"
"3578",28,"services - Valpaços","single","high.school","no","no","no","telephone","may","wed",NA,1,999,0,"nonexistent","no","not married","high school or less"
"3579",33,"technician - Póvoa de Santa Iria","single","university.degree","no","no","no","telephone","may","wed",127,1,999,0,"nonexistent","no","not married","university"
"3580",31,"admin. - Agualva-Cacém","","university.degree","no","no","no","cellular","aug","thu",23,8,999,0,"nonexistent","no","not married","university"
"3581",41,"blue-collar - Albufeira","married","basic.9y","no","yes","no","cellular","apr","fri",69,1,999,1,"failure","no","married","high school or less"
"3582",33,"services - Entroncamento","married","high.school","no","no","no","telephone","jun","fri",59,4,999,0,"nonexistent","no","married","high school or less"
"3583",51,"blue-collar - Vila do Conde","","basic.9y","unknown","yes","no","cellular","may","fri",31,1,999,1,"failure","no","not married","high school or less"
"3584",44,"blue-collar - Agualva-Cacém","","unknown","unknown","yes","no","cellular","aug","thu",NA,2,999,0,"nonexistent","no","not married","unknown"
"3585",28,"services - Faro","married","basic.9y","unknown","no","no","telephone","may","thu",NA,2,999,0,"nonexistent","no","married","high school or less"
"3586",37,"","married","professional.course","unknown","yes","yes","cellular","jul","tue",144,1,999,0,"nonexistent","no","married","unknown"
"3587",57,"","married","high.school","unknown","yes","no","telephone","may","thu",180,1,999,0,"nonexistent","no","married","high school or less"
"3588",53,"blue-collar - Faro","married","basic.6y","no","yes","no","cellular","aug","mon",NA,6,999,0,"nonexistent","no","married","high school or less"
"3589",34,"admin. - Portimão","single","university.degree","unknown","no","no","telephone","aug","wed",127,2,999,0,"nonexistent","no","not married","university"
"3590",NA,"self-employed - Ílhavo","divorced","","no","yes","no","cellular","nov","wed",77,1,999,0,"nonexistent","no","not married","unknown"
"3591",31,"","married","basic.6y","unknown","no","no","telephone","jun","wed",NA,4,999,0,"nonexistent","no","married","high school or less"
"3592",25,"admin. - Praia da Vitória","married","university.degree","no","yes","no","telephone","jun","fri",109,1,999,0,"nonexistent","no","married","university"
"3593",29,"housemaid - Loures","married","high.school","no","no","no","telephone","may","fri",161,12,999,0,"nonexistent","no","married","high school or less"
"3594",59,"housemaid - Setúbal","divorced","university.degree","no","yes","no","cellular","jul","tue",226,1,999,0,"nonexistent","no","not married","university"
"3595",32,"admin. - Gafanha da Nazaré","single","","no","no","no","cellular","nov","fri",85,2,999,1,"failure","no","not married","unknown"
"3596",37,"technician - Vendas Novas","married","professional.course","no","yes","no","telephone","jul","wed",242,4,999,0,"nonexistent","no","married","unknown"
"3597",33,"services - Agualva-Cacém","single","high.school","no","no","no","cellular","nov","wed",244,1,999,0,"nonexistent","no","not married","high school or less"
"3598",33,"services - Mangualde","married","","no","unknown","unknown","telephone","may","thu",73,1,999,0,"nonexistent","no","married","unknown"
"3599",38,"student - Tondela","divorced","unknown","no","yes","no","cellular","may","tue",268,3,999,0,"nonexistent","no","not married","unknown"
"3600",33,"entrepreneur - Setúbal","married","university.degree","no","yes","no","telephone","jul","mon",35,2,999,0,"nonexistent","no","married","university"
"3601",32,"technician - Agualva-Cacém","single","high.school","no","no","no","cellular","aug","tue",106,5,999,0,"nonexistent","no","not married","high school or less"
"3602",40,"unemployed - Chaves","married","basic.9y","unknown","yes","no","cellular","jul","mon",68,2,999,0,"nonexistent","no","married","high school or less"
"3603",38,"admin. - Agualva-Cacém","married","basic.6y","no","no","no","cellular","jul","thu",169,5,999,0,"nonexistent","no","married","high school or less"
"3604",25,"admin. - Gouveia","","","no","no","no","telephone","may","tue",NA,1,999,0,"nonexistent","no","not married","unknown"
"3605",59,"technician - Trofa","married","university.degree","unknown","unknown","unknown","telephone","may","mon",123,1,999,0,"nonexistent","no","married","university"
"3606",20,"technician - Mealhada","single","professional.course","no","yes","no","telephone","jun","tue",52,1,999,1,"failure","no","not married","unknown"
"3607",38,"services - Vila Nova de Foz Côa","married","basic.9y","no","yes","no","cellular","apr","thu",417,2,999,0,"nonexistent","no","married","high school or less"
"3608",29,"management - Oliveira do Bairro","married","basic.9y","no","no","no","cellular","nov","wed",69,2,999,0,"nonexistent","no","married","high school or less"
"3609",33,"technician - Esposende","married","","unknown","yes","no","cellular","jul","fri",436,4,999,0,"nonexistent","no","married","unknown"
"3610",32,"technician - Rio Tinto","married","unknown","no","yes","no","cellular","jul","fri",107,2,999,0,"nonexistent","no","married","unknown"
"3611",41,"technician - Porto","single","university.degree","unknown","yes","no","telephone","may","fri",59,5,999,0,"nonexistent","no","not married","university"
"3612",46,"admin. - Valbom","divorced","university.degree","unknown","yes","no","cellular","jul","thu",89,1,999,0,"nonexistent","no","not married","university"
"3613",48,"blue-collar - Mêda","married","basic.4y","unknown","no","yes","cellular","aug","thu",96,3,999,0,"nonexistent","no","married","high school or less"
"3614",34,"technician - Funchal","single","high.school","no","yes","no","telephone","nov","tue",251,4,999,0,"nonexistent","no","not married","high school or less"
"3615",58,"blue-collar - Águeda","married","basic.4y","no","yes","no","telephone","may","fri",NA,1,999,0,"nonexistent","no","married","high school or less"
"3616",33,"services - Oliveira de Azeméis","married","high.school","no","yes","yes","cellular","may","wed",323,2,999,1,"failure","no","married","high school or less"
"3617",65,"retired - Vila Baleira (a.k.a. Porto Santo)","married","basic.4y","no","no","yes","cellular","nov","tue",141,2,999,0,"nonexistent","no","married","high school or less"
"3618",88,"retired - Almada","divorced","basic.4y","no","yes","yes","cellular","mar","wed",NA,3,999,0,"nonexistent","no","not married","high school or less"
"3619",36,"technician - Agualva-Cacém","","university.degree","no","yes","no","cellular","aug","thu",NA,1,999,0,"nonexistent","no","not married","university"
"3620",55,"entrepreneur - Câmara de Lobos","married","professional.course","no","no","no","cellular","oct","mon",116,1,999,0,"nonexistent","no","married","unknown"
"3621",48,"blue-collar - Amora","married","basic.9y","unknown","no","no","telephone","jun","fri",81,10,999,0,"nonexistent","no","married","high school or less"
"3622",31,"admin. - Albufeira","single","university.degree","no","no","no","cellular","aug","thu",13,9,999,0,"nonexistent","no","not married","university"
"3623",41,"management - Valpaços","married","university.degree","no","no","no","cellular","may","thu",247,1,999,0,"nonexistent","no","married","university"
"3624",57,"blue-collar - Silves","married","basic.9y","unknown","no","no","cellular","jul","fri",302,1,999,0,"nonexistent","no","married","high school or less"
"3625",31,"housemaid - Setúbal","single","","no","yes","yes","cellular","jul","wed",61,2,999,0,"nonexistent","no","not married","unknown"
"3626",27,"admin. - Quarteira","single","university.degree","no","yes","no","telephone","sep","mon",NA,1,999,0,"nonexistent","no","not married","university"
"3627",47,"admin. - Valongo","married","university.degree","no","yes","no","cellular","aug","wed",NA,5,999,0,"nonexistent","no","married","university"
"3628",41,"","married","professional.course","no","no","no","telephone","may","tue",348,2,999,0,"nonexistent","no","married","unknown"
"3629",39,"blue-collar - Tondela","married","basic.4y","no","no","yes","telephone","may","fri",534,1,999,0,"nonexistent","no","married","high school or less"
"3630",42,"technician - Lagoa","married","university.degree","no","yes","no","cellular","aug","thu",139,1,999,0,"nonexistent","no","married","university"
"3631",NA,"blue-collar - Portalegre","married","basic.6y","no","yes","yes","cellular","may","tue",333,2,999,0,"nonexistent","no","married","high school or less"
"3632",36,"blue-collar - Alcobaça","","basic.9y","no","no","no","telephone","jun","fri",43,2,999,0,"nonexistent","no","not married","high school or less"
"3633",28,"blue-collar - Torres Novas","single","basic.9y","unknown","no","no","cellular","may","wed",77,3,999,0,"nonexistent","no","not married","high school or less"
